var	Year	ALB	DZA	AGO	ARG	ARM	AUS	AUT	AZE	BHS	BHR	BGD	BLR	BEL	BOL	BWA	BRA	BRN	BGR	BFA	CMR	CAN	CHL	CHN	COL	COG	ZAR	CRI	CIV	HRV	CUB	CYP	CZE	DNK	DOM	ECU	EGY	SLV	EST	ETH	FIN	FRA	GAB	GMB	DEU	GHA	GRC	GTM	GIN	GNB	GUY	HTI	HND	HKG	HUN	ISL	IND	IDN	IRN	IRQ	IRL	ISR	ITA	JAM	JPN	JOR	KAZ	KEN	PRK	KOR	KWT	LVA	LBN	LBR	LBY	LTU	LUX	MDG	MWI	MYS	MLI	MLT	MEX	MDA	MNG	MAR	MOZ	MMR	NAM	NLD	NZL	NIC	NER	NGA	NOR	OMN	PAK	PAN	PNG	PRY	PER	PHL	POL	PRT	QAT	ROM	RUS	SAU	SEN	SRB	SLE	SGP	SVK	SVN	SOM	ZAF	ESP	LKA	SDN	SUR	SWE	CHE	SYR	TWN	TZA	THA	TGO	TTO	TUN	TUR	ARE	UGA	UKR	GBR	USA	URY	VEN	VNM	YEM	ZMB	ZWE
RL	2000	0.33	0.33	0.50	0.83	0.50	1.00	1.00	0.67	0.67	0.83	0.33	0.67	0.83	0.50	0.67	0.33	1.00	0.67	0.67	0.33	1.00	0.83	0.67	0.17	0.33	0.17	0.67	0.50	0.83	0.67	0.83	0.83	1.00	0.67	0.50	0.67	0.50	0.67	0.83	1.00	0.83	0.50	0.83	0.83	0.33	0.50	0.33	0.50	0.17	0.67	0.33	0.33	0.83	0.67	1.00	0.67	0.33	0.83	0.33	1.00	0.83	1.00	0.33	0.83	0.67	0.67	0.33	0.83	0.67	0.83	0.83	0.67	0.33	0.67	0.67	1.00	0.50	0.67	0.50	0.50	0.83	0.33	0.83	0.67	1.00	0.50	0.50	1.00	1.00	1.00	0.67	0.33	0.50	1.00	0.83	0.50	0.50	0.33	0.50	0.50	0.33	0.67	0.83	1.00	0.67	0.50	0.83	0.50	0.33	0.50	1.00	0.67	0.83	0.33	0.33	0.67	0.50	0.33	0.50	1.00	1.00	0.83	0.67	0.83	0.83	0.50	0.67	0.83	0.67	0.67	0.67	0.67	1.00	1.00	0.50	0.67	0.83	0.33	0.67	0.33
RL	2002	0.33	0.33	0.50	0.25	0.50	1.00	1.00	0.67	0.67	0.83	0.25	0.67	0.83	0.50	0.58	0.25	1.00	0.67	0.58	0.33	1.00	0.83	0.75	0.17	0.33	0.17	0.67	0.42	0.83	0.67	0.83	0.83	1.00	0.33	0.50	0.67	0.42	0.67	0.83	1.00	0.75	0.50	0.67	0.83	0.33	0.50	0.25	0.42	0.17	0.25	0.33	0.25	0.75	0.67	1.00	0.67	0.33	0.67	0.33	1.00	0.83	0.58	0.17	0.83	0.67	0.67	0.25	0.83	0.67	0.83	0.83	0.67	0.33	0.67	0.67	1.00	0.42	0.50	0.50	0.50	0.83	0.33	0.83	0.67	1.00	0.50	0.50	1.00	1.00	1.00	0.67	0.33	0.25	1.00	0.83	0.50	0.50	0.33	0.33	0.50	0.33	0.67	0.83	0.83	0.67	0.67	0.83	0.50	0.50	0.50	1.00	0.67	0.75	0.33	0.25	0.75	0.50	0.42	0.50	1.00	0.83	0.83	0.67	0.83	0.83	0.50	0.50	0.83	0.67	0.67	0.67	0.67	1.00	0.83	0.42	0.33	0.67	0.33	0.67	0.08
RL	2003	0.33	0.33	0.50	0.25	0.50	1.00	1.00	0.67	0.67	0.83	0.17	0.67	0.83	0.50	0.58	0.25	1.00	0.67	0.58	0.33	1.00	0.83	0.75	0.17	0.33	0.17	0.67	0.42	0.83	0.67	0.83	0.83	1.00	0.33	0.50	0.67	0.42	0.67	0.83	1.00	0.75	0.50	0.67	0.83	0.33	0.50	0.25	0.42	0.17	0.33	0.33	0.25	0.75	0.67	1.00	0.67	0.33	0.67	0.25	1.00	0.83	0.50	0.17	0.83	0.67	0.67	0.33	0.83	0.83	0.83	0.83	0.67	0.33	0.67	0.67	1.00	0.42	0.50	0.50	0.50	0.83	0.33	0.83	0.67	0.83	0.50	0.50	1.00	1.00	1.00	0.67	0.33	0.25	1.00	0.83	0.50	0.50	0.33	0.33	0.50	0.33	0.67	0.83	0.83	0.67	0.67	0.83	0.50	0.58	0.50	0.83	0.67	0.75	0.33	0.42	0.75	0.50	0.42	0.50	1.00	0.83	0.83	0.67	0.83	0.42	0.50	0.33	0.83	0.75	0.67	0.67	0.67	1.00	0.83	0.42	0.17	0.67	0.33	0.67	0.08
RL	2004	0.33	0.50	0.50	0.50	0.50	1.00	1.00	0.67	0.75	0.83	0.25	0.67	0.83	0.50	0.67	0.42	1.00	0.67	0.58	0.33	1.00	0.83	0.75	0.17	0.33	0.17	0.67	0.42	0.83	0.67	0.83	0.83	1.00	0.33	0.50	0.67	0.50	0.67	0.83	1.00	0.83	0.50	0.67	0.83	0.33	0.75	0.25	0.42	0.50	0.42	0.42	0.25	0.75	0.67	1.00	0.67	0.50	0.67	0.25	1.00	0.83	0.67	0.42	0.83	0.67	0.67	0.33	0.83	0.83	0.83	0.83	0.67	0.33	0.67	0.67	1.00	0.42	0.50	0.67	0.50	0.83	0.50	0.83	0.67	0.83	0.50	0.50	0.83	1.00	1.00	0.67	0.33	0.25	1.00	0.83	0.50	0.50	0.33	0.33	0.50	0.33	0.67	0.83	0.83	0.67	0.67	0.83	0.50	0.58	0.58	0.83	0.67	0.75	0.08	0.42	0.83	0.50	0.42	0.50	1.00	0.83	0.83	0.83	0.83	0.42	0.50	0.33	0.83	0.75	0.67	0.67	0.67	0.92	0.83	0.42	0.50	0.67	0.33	0.67	0.50
RL	2005	0.42	0.50	0.50	0.50	0.50	0.92	1.00	0.58	0.75	0.83	0.42	0.67	0.83	0.50	0.67	0.42	0.83	0.67	0.58	0.33	1.00	0.83	0.75	0.17	0.33	0.17	0.67	0.42	0.83	0.67	0.83	0.83	1.00	0.33	0.42	0.67	0.42	0.67	0.83	1.00	0.83	0.50	0.67	0.83	0.42	0.75	0.42	0.42	0.50	0.42	0.33	0.25	0.83	0.67	1.00	0.67	0.50	0.67	0.25	1.00	0.83	0.67	0.42	0.83	0.67	0.67	0.42	0.83	0.83	0.83	0.83	0.67	0.33	0.67	0.67	1.00	0.42	0.50	0.67	0.50	0.83	0.50	0.83	0.67	0.83	0.50	0.50	0.83	1.00	0.92	0.67	0.33	0.33	1.00	0.83	0.50	0.50	0.42	0.33	0.50	0.42	0.75	0.83	0.83	0.67	0.67	0.83	0.50	0.58	0.58	0.83	0.67	0.75	0.08	0.42	0.83	0.50	0.42	0.50	1.00	0.83	0.83	0.83	0.83	0.42	0.50	0.42	0.83	0.75	0.67	0.67	0.67	0.92	0.83	0.42	0.50	0.67	0.33	0.67	0.50
RL	2006	0.42	0.50	0.50	0.42	0.50	0.92	1.00	0.58	0.75	0.83	0.42	0.67	0.83	0.50	0.67	0.42	0.83	0.42	0.58	0.42	1.00	0.83	0.75	0.25	0.33	0.17	0.67	0.42	0.83	0.67	0.83	0.83	1.00	0.42	0.42	0.67	0.33	0.67	0.83	1.00	0.83	0.50	0.67	0.83	0.42	0.75	0.25	0.42	0.50	0.33	0.25	0.25	0.83	0.67	1.00	0.67	0.50	0.67	0.25	1.00	0.83	0.67	0.33	0.83	0.67	0.67	0.42	0.83	0.83	0.83	0.83	0.67	0.42	0.67	0.67	1.00	0.42	0.50	0.67	0.50	0.83	0.50	0.83	0.67	0.83	0.50	0.50	0.83	1.00	0.92	0.67	0.33	0.33	1.00	0.83	0.50	0.50	0.42	0.33	0.50	0.42	0.75	0.83	0.83	0.67	0.67	0.83	0.50	0.58	0.58	0.83	0.67	0.75	0.08	0.42	0.83	0.50	0.42	0.50	1.00	0.83	0.83	0.83	0.83	0.42	0.50	0.42	0.83	0.75	0.67	0.67	0.67	0.92	0.83	0.42	0.33	0.67	0.33	0.67	0.50
RL	2007	0.42	0.50	0.50	0.42	0.50	0.92	1.00	0.58	0.75	0.83	0.42	0.67	0.83	0.50	0.58	0.33	0.83	0.42	0.58	0.33	1.00	0.83	0.75	0.25	0.33	0.17	0.67	0.42	0.83	0.67	0.83	0.83	1.00	0.42	0.42	0.58	0.25	0.67	0.75	1.00	0.83	0.50	0.67	0.83	0.42	0.75	0.25	0.42	0.50	0.33	0.33	0.25	0.83	0.67	1.00	0.67	0.50	0.67	0.25	1.00	0.83	0.67	0.42	0.83	0.67	0.67	0.33	0.83	0.83	0.83	0.83	0.67	0.42	0.67	0.67	1.00	0.42	0.50	0.67	0.50	0.83	0.50	0.83	0.67	0.83	0.50	0.50	0.83	1.00	0.92	0.67	0.33	0.33	1.00	0.83	0.50	0.50	0.42	0.33	0.50	0.42	0.75	0.83	0.83	0.67	0.67	0.83	0.50	0.58	0.58	0.83	0.67	0.75	0.08	0.42	0.83	0.50	0.42	0.50	1.00	0.83	0.83	0.83	0.83	0.42	0.50	0.42	0.83	0.75	0.67	0.58	0.67	0.92	0.83	0.42	0.33	0.67	0.33	0.67	0.50
RL	2008	0.42	0.50	0.50	0.42	0.50	0.92	1.00	0.58	0.75	0.83	0.42	0.67	0.83	0.50	0.58	0.33	0.83	0.42	0.58	0.33	1.00	0.83	0.75	0.33	0.33	0.17	0.58	0.42	0.75	0.50	0.83	0.83	1.00	0.42	0.42	0.58	0.25	0.67	0.75	1.00	0.83	0.50	0.58	0.83	0.42	0.75	0.17	0.42	0.42	0.25	0.25	0.25	0.83	0.67	1.00	0.67	0.50	0.67	0.25	1.00	0.83	0.67	0.33	0.83	0.67	0.67	0.33	0.83	0.83	0.83	0.83	0.67	0.42	0.67	0.67	1.00	0.42	0.50	0.67	0.50	0.83	0.42	0.83	0.67	0.83	0.50	0.50	0.83	1.00	0.92	0.67	0.33	0.33	1.00	0.83	0.50	0.50	0.42	0.33	0.50	0.42	0.75	0.83	0.83	0.67	0.67	0.83	0.50	0.58	0.58	0.83	0.67	0.75	0.08	0.42	0.83	0.50	0.42	0.50	1.00	0.83	0.83	0.83	0.83	0.42	0.50	0.42	0.83	0.75	0.67	0.58	0.67	0.92	0.83	0.42	0.25	0.67	0.33	0.67	0.50
RL	2009	0.42	0.50	0.50	0.42	0.50	0.92	1.00	0.58	0.75	0.83	0.42	0.67	0.83	0.42	0.58	0.33	0.83	0.42	0.58	0.33	0.92	0.83	0.75	0.33	0.33	0.17	0.58	0.42	0.75	0.50	0.83	0.83	1.00	0.42	0.42	0.58	0.25	0.67	0.75	1.00	0.83	0.50	0.58	0.83	0.42	0.75	0.25	0.42	0.42	0.25	0.25	0.25	0.83	0.67	1.00	0.67	0.50	0.67	0.25	1.00	0.83	0.67	0.33	0.83	0.67	0.67	0.33	0.83	0.83	0.83	0.83	0.67	0.42	0.67	0.67	1.00	0.42	0.50	0.67	0.50	0.83	0.33	0.75	0.67	0.83	0.50	0.50	0.83	1.00	0.92	0.67	0.33	0.33	1.00	0.83	0.50	0.50	0.42	0.33	0.58	0.42	0.75	0.83	0.83	0.67	0.67	0.83	0.50	0.58	0.58	0.83	0.67	0.75	0.08	0.42	0.83	0.50	0.42	0.50	1.00	0.83	0.83	0.83	0.83	0.42	0.50	0.42	0.83	0.75	0.67	0.58	0.67	0.92	0.83	0.42	0.17	0.67	0.33	0.67	0.50
RL	2010	0.42	0.50	0.50	0.42	0.50	0.92	1.00	0.58	0.75	0.83	0.33	0.67	0.83	0.42	0.58	0.33	0.83	0.42	0.58	0.33	0.92	0.75	0.67	0.33	0.33	0.17	0.58	0.42	0.75	0.50	0.83	0.83	1.00	0.42	0.42	0.58	0.25	0.67	0.75	1.00	0.83	0.50	0.58	0.83	0.42	0.75	0.25	0.42	0.42	0.25	0.25	0.25	0.83	0.67	1.00	0.67	0.50	0.67	0.25	1.00	0.83	0.67	0.33	0.83	0.67	0.67	0.33	0.83	0.83	0.83	0.83	0.67	0.42	0.67	0.67	1.00	0.42	0.50	0.67	0.50	0.83	0.33	0.75	0.67	0.83	0.50	0.50	0.83	1.00	0.92	0.58	0.33	0.33	1.00	0.83	0.58	0.50	0.42	0.33	0.58	0.42	0.75	0.83	0.83	0.67	0.67	0.83	0.50	0.58	0.58	0.83	0.67	0.75	0.08	0.42	0.83	0.42	0.42	0.50	1.00	0.83	0.83	0.83	0.83	0.42	0.50	0.42	0.83	0.58	0.67	0.58	0.67	0.92	0.83	0.42	0.17	0.67	0.33	0.67	0.50
RL	2011	0.42	0.50	0.42	0.42	0.50	0.92	1.00	0.58	0.75	0.83	0.33	0.67	0.83	0.42	0.58	0.33	0.83	0.42	0.50	0.33	0.92	0.75	0.58	0.33	0.33	0.17	0.50	0.42	0.75	0.50	0.83	0.83	1.00	0.42	0.42	0.50	0.33	0.67	0.75	1.00	0.83	0.50	0.58	0.83	0.42	0.75	0.25	0.42	0.42	0.25	0.25	0.33	0.83	0.67	1.00	0.67	0.50	0.67	0.25	1.00	0.83	0.67	0.33	0.83	0.67	0.58	0.33	0.83	0.83	0.83	0.83	0.67	0.42	0.67	0.67	1.00	0.42	0.50	0.67	0.50	0.83	0.33	0.75	0.67	0.83	0.50	0.50	0.83	1.00	0.92	0.58	0.33	0.33	1.00	0.83	0.58	0.50	0.42	0.33	0.50	0.42	0.75	0.83	0.83	0.67	0.67	0.83	0.50	0.58	0.58	0.83	0.67	0.75	0.08	0.42	0.83	0.42	0.42	0.50	1.00	0.83	0.75	0.83	0.83	0.42	0.50	0.42	0.83	0.58	0.67	0.58	0.67	0.83	0.83	0.42	0.17	0.67	0.33	0.67	0.50
RL	2012	0.42	0.50	0.42	0.33	0.50	0.92	1.00	0.58	0.75	0.75	0.33	0.58	0.83	0.42	0.58	0.33	0.83	0.42	0.50	0.33	0.92	0.75	0.58	0.33	0.33	0.17	0.50	0.42	0.75	0.50	0.83	0.83	1.00	0.42	0.42	0.50	0.33	0.67	0.75	1.00	0.83	0.50	0.58	0.83	0.42	0.75	0.33	0.42	0.42	0.25	0.25	0.25	0.83	0.67	1.00	0.67	0.50	0.67	0.25	1.00	0.83	0.67	0.33	0.83	0.67	0.58	0.33	0.83	0.83	0.83	0.83	0.67	0.42	0.67	0.67	1.00	0.42	0.42	0.67	0.50	0.83	0.25	0.75	0.67	0.75	0.50	0.50	0.83	1.00	0.92	0.58	0.33	0.33	1.00	0.83	0.58	0.50	0.42	0.33	0.50	0.42	0.75	0.83	0.83	0.58	0.50	0.83	0.50	0.58	0.58	0.83	0.67	0.75	0.08	0.42	0.83	0.42	0.42	0.50	1.00	0.83	0.75	0.83	0.83	0.42	0.50	0.42	0.83	0.58	0.67	0.58	0.67	0.83	0.83	0.42	0.17	0.67	0.33	0.67	0.50
RL	2013	0.42	0.50	0.42	0.33	0.50	0.92	1.00	0.58	0.75	0.75	0.33	0.58	0.83	0.42	0.58	0.33	0.83	0.42	0.50	0.33	0.92	0.75	0.58	0.33	0.33	0.17	0.50	0.42	0.75	0.50	0.83	0.83	1.00	0.42	0.42	0.50	0.33	0.67	0.75	1.00	0.83	0.50	0.58	0.83	0.42	0.75	0.42	0.42	0.42	0.25	0.25	0.25	0.83	0.67	1.00	0.67	0.50	0.67	0.25	1.00	0.83	0.67	0.42	0.83	0.67	0.58	0.33	0.83	0.83	0.83	0.83	0.67	0.33	0.67	0.67	1.00	0.42	0.42	0.67	0.50	0.83	0.33	0.67	0.67	0.75	0.50	0.50	0.83	1.00	0.92	0.58	0.33	0.33	1.00	0.83	0.58	0.50	0.42	0.33	0.50	0.42	0.75	0.83	0.83	0.58	0.50	0.83	0.50	0.58	0.58	0.83	0.67	0.75	0.08	0.33	0.83	0.42	0.42	0.50	1.00	0.83	0.75	0.83	0.83	0.42	0.50	0.33	0.83	0.58	0.67	0.58	0.67	0.83	0.83	0.42	0.17	0.67	0.33	0.67	0.50
RL	2014	0.42	0.50	0.42	0.33	0.50	0.92	1.00	0.58	0.75	0.75	0.33	0.58	0.83	0.42	0.58	0.33	0.83	0.42	0.50	0.33	0.92	0.75	0.58	0.33	0.33	0.17	0.50	0.42	0.75	0.50	0.83	0.83	1.00	0.42	0.42	0.50	0.25	0.67	0.75	1.00	0.83	0.50	0.58	0.83	0.42	0.75	0.42	0.42	0.42	0.25	0.25	0.25	0.83	0.67	1.00	0.67	0.50	0.67	0.25	1.00	0.83	0.67	0.42	0.83	0.67	0.58	0.33	0.75	0.83	0.67	0.83	0.67	0.33	0.67	0.67	1.00	0.42	0.42	0.67	0.50	0.83	0.25	0.67	0.67	0.75	0.50	0.50	0.83	1.00	0.92	0.58	0.33	0.33	1.00	0.83	0.50	0.50	0.50	0.33	0.50	0.42	0.75	0.83	0.83	0.58	0.50	0.83	0.50	0.58	0.58	0.83	0.67	0.75	0.08	0.33	0.83	0.42	0.42	0.50	1.00	0.83	0.75	0.83	0.83	0.42	0.50	0.33	0.83	0.50	0.67	0.58	0.67	0.83	0.83	0.42	0.17	0.67	0.33	0.67	0.50
RL	2015	0.42	0.50	0.42	0.33	0.50	0.92	1.00	0.58	0.75	0.75	0.33	0.58	0.83	0.42	0.58	0.33	0.83	0.50	0.50	0.33	0.92	0.75	0.58	0.33	0.33	0.17	0.50	0.42	0.75	0.50	0.83	0.83	1.00	0.33	0.42	0.50	0.25	0.67	0.75	1.00	0.83	0.50	0.58	0.83	0.42	0.75	0.50	0.42	0.42	0.25	0.25	0.25	0.83	0.67	1.00	0.75	0.42	0.67	0.25	1.00	0.83	0.67	0.42	0.83	0.67	0.58	0.33	0.75	0.83	0.67	0.83	0.67	0.33	0.67	0.67	1.00	0.42	0.42	0.67	0.50	0.83	0.25	0.67	0.67	0.75	0.50	0.50	0.83	1.00	0.92	0.58	0.33	0.33	1.00	0.83	0.50	0.50	0.50	0.33	0.50	0.42	0.75	0.83	0.83	0.58	0.50	0.83	0.50	0.58	0.58	0.83	0.67	0.75	0.08	0.33	0.83	0.58	0.42	0.50	1.00	0.83	0.75	0.83	0.83	0.42	0.50	0.33	0.83	0.50	0.67	0.58	0.67	0.83	0.83	0.42	0.17	0.67	0.33	0.67	0.50
RL	2016	0.42	0.50	0.42	0.33	0.50	0.92	1.00	0.58	0.67	0.75	0.33	0.58	0.83	0.42	0.58	0.33	0.83	0.50	0.58	0.33	0.92	0.75	0.58	0.33	0.33	0.17	0.50	0.42	0.75	0.50	0.83	0.83	1.00	0.42	0.42	0.50	0.25	0.67	0.75	1.00	0.83	0.50	0.58	0.83	0.42	0.75	0.42	0.42	0.42	0.25	0.25	0.25	0.83	0.67	1.00	0.75	0.42	0.67	0.25	1.00	0.83	0.67	0.33	0.83	0.67	0.58	0.33	0.75	0.83	0.67	0.83	0.67	0.33	0.67	0.67	1.00	0.42	0.42	0.67	0.50	0.83	0.25	0.67	0.67	0.67	0.50	0.50	0.83	1.00	0.92	0.58	0.33	0.33	1.00	0.83	0.50	0.50	0.50	0.33	0.50	0.42	0.75	0.83	0.83	0.58	0.50	0.83	0.50	0.58	0.58	0.83	0.67	0.75	0.08	0.33	0.83	0.58	0.42	0.50	1.00	0.83	0.75	0.83	0.83	0.42	0.50	0.33	0.83	0.50	0.67	0.58	0.67	0.83	0.83	0.42	0.17	0.67	0.33	0.67	0.50
RL	2017	0.42	0.50	0.42	0.33	0.50	0.92	1.00	0.58	0.67	0.75	0.33	0.58	0.83	0.42	0.58	0.33	0.83	0.50	0.58	0.33	0.92	0.75	0.58	0.33	0.33	0.17	0.42	0.42	0.75	0.50	0.83	0.83	1.00	0.42	0.42	0.50	0.25	0.67	0.75	1.00	0.83	0.50	0.58	0.83	0.42	0.75	0.42	0.42	0.42	0.25	0.25	0.33	0.83	0.67	1.00	0.75	0.42	0.67	0.25	1.00	0.83	0.67	0.33	0.83	0.58	0.58	0.50	0.67	0.83	0.67	0.83	0.67	0.33	0.67	0.67	1.00	0.42	0.42	0.67	0.50	0.83	0.25	0.67	0.67	0.67	0.50	0.50	0.83	1.00	0.92	0.58	0.33	0.33	1.00	0.83	0.50	0.50	0.50	0.33	0.50	0.42	0.58	0.83	0.83	0.50	0.50	0.83	0.50	0.58	0.58	0.83	0.67	0.75	0.08	0.33	0.83	0.58	0.42	0.50	1.00	0.83	0.75	0.83	0.83	0.42	0.50	0.33	0.83	0.50	0.67	0.58	0.67	0.83	0.83	0.42	0.17	0.67	0.33	0.67	0.50
RL	2018	0.50	0.50	0.42	0.33	0.50	0.92	1.00	0.58	0.67	0.75	0.33	0.58	0.83	0.42	0.58	0.33	0.83	0.50	0.58	0.33	0.92	0.75	0.58	0.33	0.33	0.17	0.42	0.42	0.75	0.50	0.83	0.83	1.00	0.50	0.42	0.50	0.25	0.67	0.75	1.00	0.83	0.50	0.58	0.83	0.42	0.75	0.42	0.33	0.42	0.25	0.25	0.33	0.83	0.67	1.00	0.75	0.42	0.67	0.25	1.00	0.83	0.67	0.42	0.83	0.58	0.58	0.50	0.67	0.83	0.67	0.83	0.67	0.33	0.67	0.67	1.00	0.42	0.42	0.67	0.50	0.75	0.25	0.67	0.67	0.67	0.50	0.50	0.83	1.00	0.92	0.50	0.33	0.33	1.00	0.83	0.50	0.50	0.50	0.33	0.50	0.42	0.58	0.83	0.83	0.50	0.50	0.83	0.50	0.58	0.58	0.83	0.67	0.75	0.08	0.33	0.83	0.58	0.42	0.50	0.92	0.83	0.75	0.83	0.83	0.42	0.50	0.33	0.83	0.42	0.67	0.58	0.58	0.83	0.83	0.42	0.17	0.67	0.33	0.67	0.50
RL	2019	0.50	0.50	0.42	0.33	0.50	0.92	1.00	0.58	0.67	0.75	0.33	0.58	0.83	0.42	0.58	0.42	0.67	0.50	0.58	0.33	0.92	0.67	0.58	0.33	0.33	0.17	0.42	0.42	0.75	0.50	0.83	0.83	1.00	0.50	0.50	0.50	0.33	0.67	0.75	1.00	0.83	0.50	0.58	0.83	0.42	0.75	0.42	0.33	0.42	0.25	0.25	0.33	0.67	0.67	1.00	0.75	0.42	0.67	0.25	1.00	0.83	0.67	0.33	0.83	0.58	0.58	0.50	0.67	0.83	0.67	0.83	0.67	0.33	0.67	0.67	1.00	0.42	0.42	0.67	0.50	0.75	0.25	0.67	0.58	0.67	0.50	0.50	0.83	1.00	0.92	0.50	0.33	0.33	1.00	0.83	0.50	0.50	0.50	0.33	0.50	0.42	0.58	0.83	0.83	0.58	0.50	0.83	0.50	0.58	0.58	0.83	0.67	0.75	0.08	0.33	0.83	0.58	0.42	0.50	0.92	0.83	0.75	0.83	0.83	0.42	0.50	0.33	0.83	0.50	0.67	0.58	0.67	0.83	0.83	0.50	0.17	0.67	0.33	0.67	0.50
RL	2020	0.50	0.50	0.42	0.33	0.58	0.92	1.00	0.58	0.67	0.75	0.33	0.58	0.83	0.33	0.58	0.50	0.67	0.50	0.58	0.33	0.92	0.67	0.58	0.33	0.33	0.17	0.42	0.42	0.75	0.50	0.83	0.83	1.00	0.50	0.50	0.50	0.50	0.67	0.75	1.00	0.83	0.50	0.58	0.83	0.42	0.75	0.50	0.33	0.42	0.25	0.25	0.42	0.67	0.67	1.00	0.75	0.42	0.58	0.25	1.00	0.83	0.67	0.42	0.83	0.58	0.58	0.50	0.67	0.83	0.67	0.83	0.50	0.33	0.67	0.67	1.00	0.42	0.58	0.67	0.50	0.83	0.25	0.67	0.58	0.67	0.50	0.50	0.83	1.00	0.92	0.50	0.33	0.33	1.00	0.83	0.50	0.50	0.50	0.42	0.50	0.42	0.58	0.83	0.83	0.58	0.50	0.83	0.50	0.58	0.58	0.83	0.67	0.75	0.08	0.42	0.83	0.58	0.42	0.50	0.92	0.83	0.75	0.83	0.75	0.42	0.50	0.42	0.83	0.50	0.67	0.58	0.67	0.83	0.67	0.50	0.25	0.67	0.33	0.67	0.50
RQ	1996	0.45	0.55	0.27	0.45		0.45	0.64		0.55	0.45	0.36		0.64	0.55	0.45	0.36	0.91	0.36	0.55	0.18	0.45	0.73	0.64	0.45	0.36	0.18	0.45	0.36		0.55	0.55	0.55	0.55	0.45	0.27	0.55	0.45		0.55	0.45	0.55	0.27	0.36	0.55	0.36	0.45	0.55	0.45	0.45	0.45	0.27	0.36	0.55	0.55	0.55	0.45	0.64	0.45	0.36	0.73	0.45	0.55	0.45	0.55	0.55		0.36	0.27	0.45	0.64		0.55	0.09	0.45		0.82	0.27	0.36	0.55	0.36	0.55	0.55		0.45	0.36	0.18	0.36	0.45	0.64	0.55	0.36	0.18	0.36	0.73	0.36	0.55	0.36	0.45	0.64	0.64	0.45	0.55	0.55	0.45	0.45	0.45	0.45	0.45	0.55	0.09	0.73	0.55		0.00	0.55	0.55	0.45	0.27	0.36	0.64	0.36	0.45	0.55	0.45	0.55	0.45	0.45	0.45	0.36	0.55	0.55		0.82	0.73	0.55	0.36	0.55	0.55	0.45	0.27
RQ	1998	0.27	0.45	0.27	0.64	0.36	0.64	0.73	0.55	0.82	0.73	0.45	0.36	0.73	0.82	0.91	0.45	0.55	0.82	0.73	0.64	0.73	0.73	0.45	0.27	0.27	0.00	0.82	0.73	0.55	0.45	0.73	0.73	0.64	0.91	0.55	0.73	0.82	0.73	0.82	0.82	0.73	0.73	0.73	0.73	0.73	0.82	0.64	0.64	0.36	0.73	0.27	0.64	0.55	0.82	0.64	0.36	0.27	0.36	0.27	0.82	0.73	0.73	0.73	0.45	0.82	0.73	0.55	0.55	0.45	0.27	0.55	0.45	0.18	0.36	0.55	0.73	0.55	0.82	0.45	0.64	0.82	0.73	0.36	0.55	0.73	0.45	0.27	0.73	0.82	0.73	0.45	0.64	0.36	0.64	0.55	0.27	0.82	0.73	0.45	0.73	0.64	0.91	0.91	0.82	0.73	0.18	0.55	0.55	0.09	0.00	0.73	0.73	0.82	0.18	0.73	0.91	0.73	0.45	0.45	0.55	0.45	0.36	0.82	0.64	0.36	0.45	0.73	0.82	0.64	0.55	0.82	0.36	0.91	0.91	0.82	0.18	0.36	0.82	0.82	0.45
RQ	2000	0.45	0.55	0.09	0.36	0.27	0.82	0.82	0.73	0.82	0.73	0.45	0.27	0.73	0.82	0.91	0.45	0.64	0.82	0.64	0.64	0.82	0.73	0.82	0.18	0.45	0.00	0.82	0.09	0.55	0.45	0.64	0.64	0.82	0.91	0.36	0.82	0.73	0.73	0.82	0.64	0.73	0.73	0.73	0.82	0.73	0.82	0.64	0.64	0.36	0.64	0.27	0.64	0.64	0.73	0.64	0.36	0.36	0.36	0.27	0.55	0.55	0.73	0.73	0.64	0.82	0.91	0.55	0.55	0.64	0.36	0.55	0.55	0.18	0.73	0.55	0.82	0.55	0.82	0.64	0.64	0.73	0.73	0.18	0.55	0.73	0.64	0.27	0.73	1.00	0.73	0.45	0.64	0.36	0.73	0.64	0.18	0.82	0.73	0.36	0.55	0.64	0.73	0.82	0.82	0.36	0.55	0.73	0.55	0.00	0.09	0.91	0.64	0.82	0.36	0.55	0.91	0.45	0.18	0.36	0.73	0.73	0.36	0.82	0.64	0.73	0.45	0.73	0.82	0.82	0.55	0.64	0.18	0.91	0.91	0.82	0.27	0.55	0.64	0.82	0.09
